"nombre_color","nombre_set","set_num"
Black,Optosensors (4.5V) and Discs,"1343-1"
Black,Stephanie's New Born Lamb,"41029-1"
Black,Grand Soccer Stadium,"3569-1"
Black,Ninja Master's Boat,"3075-1"
Black,Money Transporter,"60142-1"
Black,Basic Set,"5-3"
Black,Pink Brick Box,"5585-1"
Black,Turtle Bucket with Motor,"1994-1"
Black,X-Men vs. The Sentinel,"76022-1"
Black,Advent Calendar 2000 (Day 15) Girl,"2250-16"
Black,Crook Pursuit,"60041-1"
Black,Viking Line Ferry,"1658-1"
Black,LEGO® DC Universe™ Super Heroes Batman™ Magnet,"850664-1"
Black,Turtle Van Takedown,"79115-1"
Black,Ice Dragon Attack,"2260-1"
Black,Police Helicopter,"30351-1"
Black,Advent Calendar 2007 City (Day 12) Hand Truck and Load,"7907-13"
Black,Easter Bunny with Eggs,"40018-1"
Black,Tower Takedown,"5883-1"
Black,Special Elements for Mini Sets,"9954-1"
Black,Chicago,"21033-1"
Black,The Knight,"5615-1"
Black,Zane foil pack,"891507-1"
Black,Catwoman Catcycle City Chase,"6858-1"
Black,Grid Trekkor,"6812-1"
Black,Castle of Morcia,"8781-1"
Black,Star Wars Magnet Set,"853037-1"
Black,Christmas Cat Ornament,"850950-1"
Black,Palpatine’s Arrest,"9526-1"
Black,Vicious Viper,"8231-1"
Black,Nindroid MechDragon,"70725-1"
Black,Hover Hunter,"70720-1"
Black,Motor Frame,"1114-1"
Black,Knight's Challenge,"6060-1"
Black,Starter Set 200,"4212-1"
Black,Grand Titan,"7701-1"
Black,Burnard,"41532-1"
Black,Black Widow,"41591-1"
Black,Actor - Complete Set,"8833-14"
Black,Electro,"5002125-1"
Black,"LEGO Store Grand Opening Exclusive Set, Stonebriar Centre, Frisco, TX",Frisco-1
Black,Police Helicopter,"4473-1"
Black,Build and Play Box,"4630-1"
Black,Penguin Ice Slide,"561501-1"
Black,Robobots,"4099-1"
Black,Flatbed Truck,"60017-1"
Black,Santa with Sleigh Building Set,"40010-1"
Black,Brick Street Getaway,"8211-1"
Black,Advent Calendar 2002 Creator (Day  6) Penguin,"4524-7"
Black,Arctic Snowmobile,"60032-1"
Black,Mobile Crane and Waggon,"134-1"
Black,Rescue Helicopter,"7903-1"
Black,Squad Car,"7030-1"
Black,Spinjitzu Dojo,"2504-1"
Black,Cargo Wagon,"163-1"
Black,Locomotive (Push),"133-1"
Black,Flinx's Ultimate Phoenix,"70221-1"
Black,"Santa Fe Super Chief, NOT the Limited Edition","10020-1"
Black,Yoda,"7194-1"
Black,Black and Clear Bricks,"941-1"
Black,Black Plates 1 x n,"10061-1"
Black,Cendox V1,"8992-1"
Black,Dirt Bike,"8291-1"
Black,"4.5V Motor Set","102-1"
Black,Detective - Complete Set,"8805-11"
Black,Imperial Dropship,"7667-1"
Black,Decorated Elements,"5398-1"
Black,Naboo N-1 Starfighter and Vulture Droid,"7660-1"
Black,Hot Rod,"42022-1"
Black,Ship,"2722-1"
Black,Advent Calendar 2004 Creator (Day 13) Santa Ornament,"4924-14"
Black,Space Police Car,"3015-1"
Black,"3M Connecting Lead (Set of 2)","991118-1"
Black,Helicopter,"7031-1"
Black,AT-AT - Mini,"4489-1"
Black,Mistlands Tower,"8823-1"
Black,Custom Rally Van,"5550-1"
Black,Hikaru Little Flyer - Boxed Version,"3885-2"
Black,Extreme Power Bike,"8371-1"
Black,Battle for Geonosis,"7869-1"
Black,LEGO HUB Birds,"4002014-1"
Black,ATR 4,"8657-1"
Black,Piraka & Catapult,"6936-1"
Black,Lost Temple,"10725-1"
Black,Crocodile Cage,"6246-1"
Black,Mariachi,"71013-13"
Black,Death Star,"75159-1"
Black,"Bane"" Toxic Truck Attack","70914-1"
Black,The Batmobile Ultimate Collectors' Edition,"7784-1"
Black,Amazon / Jungle Slizer,"8505-1"
Black,The Dungeon,"21119-1"
Black,Tentro,"41516-1"
Black,Daisy Duck,"71012-9"
Black,Monthly Mini Model Build June 2017 - Dragonfly,"40244-1"
Black,Fire Helicopter,"60010-1"
Black,Rehearsal Stage,"41004-1"
Black,Mummy and Cart,"1183-1"
Black,Gymnastic Bar,"30400-1"
Black,Motor Case / Lower Part,"42-1"
Black,Denken mit Lego (Thinking with Lego 250pcs),"1512-1"
Black,Starter Pack: PS3,"71170-1"
Black,Scarab Attack,"7305-1"
Black,Demolition Site,"10734-1"
Black,Caverns of Nathuz,"3859-1"
Black,LEGO City Harbor,"7994-1"
Black,Gorast,"8695-1"
Black,"LEGO Store Grand Opening Exclusive Set, Vistas Court, Lone Tree, CO",LoneTree-1
Black,Drop Ship,"7160-1"
Black,Meltus,"41530-1"
Black,Car,"2156-1"
Black,Universal Set,"8032-1"
Black,Flash Turbo,"4590-1"
Black,"1 x 10 Beams","970636-1"
Black,Blaster / Blaster Slizer,"8523-1"
Black,LEGO Japan Santa,lmg010-1
Black,Bowling Alley,"30399-1"
Black,Mighty Micros: Batman™ vs. Catwoman™,"76061-1"
Black,Pulse,"4575-1"
Black,MBA Level Two - Kit 6 Auto Designer,"20205-1"
Black,Toggle Joints & Connectors,"5289-1"
Black,Taxi,"605-2"
Black,Construction Hauler,"31005-1"
Black,LEGO® City Truck,"3221-1"
Black,Combine Harvester,"8274-1"
Black,Vezon & Fenrakk,"8764-1"
Black,"8-Stud Axles (Pack of 50)","970615-1"
Black,Rover Discovery,"8203-1"
Black,Aircraft,"8434-1"
Black,Muaka and Kane-ra,"8538-1"
Black,Big Bentley Bust Out,"8639-1"
Black,Classic Train,"3225-1"
Black,"Coin Bank, Pharaoh's Quest","853175-1"
Black,Mountain Hut,"31025-1"
Black,Advent Calendar 2010 Kingdoms (Day 15) - Jousting Dummy with Helmet and Halberd,"7952-16"
Black,Warrior Woman - Complete Set,"71001-4"
Black,Red Go-Kart,"31030-1"
Black,Park Animals,"31044-1"
Black,Helicopter Transport,"1276-1"
Black,CHI Battles,"70113-1"
Black,House,"4956-1"
Black,Basic Building Set,"337-1"
Black,StarScavenger,"75147-1"
Black,Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},"7216-3"
Black,Worm Gear and Racks,"1321-1"
Black,Piraka Outpost,"8892-1"
Black,Winged Rahi (Klakk),"20005-1"
Black,Bumblebee Helicopter,"41234-1"
Black,Duplo Community People,"9224-1"
Black,Train Set,"127-1"
Black,Pyrox,"44001-1"
Black,Red Four Wheel Driver,"1283-1"
Black,Basic Building Set,"308-2"
Black,Scorpi,"41522-1"
Black,Security Smash,"8199-1"
Black,Fire Chief,"6169-1"
Black,Main Street,"6390-1"
Black,Helicopter,"1690-1"
Black,Actor 1,"4066-1"
Black,Grand Championship Cup,"3425-2"
Black,Hulk vs. Red Hulk,"76078-1"
Black,Radiator Springs Classic Mater,"8201-1"
Black,Pirate Accessories,"5122-1"
Black,Go-Kart,"6400-1"
Black,"2 x 2 Bricks","220-1"
Black,Avak,"8904-1"
Black,Dunkan Bulk,"7168-1"
Black,Construction Vehicles,"31041-1"
Black,Technic Control Center II,"9752-1"
Black,Penguin,"53850015-1"
Black,Dragon Mountain,"70403-1"
Black,Bulldozer,"6658-1"
Black,Wild Pod,"4349-1"
Black,Ghostbusters,"21108-1"
Black,Airplane,"195-1"
Black,TCS Breakdown Assistance,"1589-2"
Black,Fire Engine,"336-1"
Black,Vultrix's Sky Scavenger,"70228-1"
Black,Rahaga Kualus,"4870-1"
Black,Snowman,"1625-1"
Black,The Durmstrang Ship,"4768-1"
Black,"4-Stud Axles (Pack of 50)","970612-1"
Black,Thunder Fury,"7702-1"
Black,Ocean Interceptor,"5888-1"
Black,Pneumatics I: Introduction to Air Power Set,"9617-1"
Black,Assortment of Plate Pieces,"9857-1"
Black,My Own LEGO Town,"6194-1"
Black,Balloon Tires Large,"5282-1"
Black,Gandalf at Dol Guldur,"30213-1"
Black,Basic Set,"533-1"
Black,Max's Pitstop,"4173-1"
Black,Jet Rocka,"44014-1"
Black,Rockoh T3,"8941-1"
Black,Sergeant Jyn Erso,"75119-1"
Black,"24 Hours Race Car","42039-1"
Black,Surf Shack,"6595-1"
Black,Ariel’s Magical Kiss,"41052-1"
Black,The Batcave: The Penguin and Mr. Freeze's Invasion,"7783-1"
Black,Castle Equipment,"5059-1"
Black,Michael Knight and K.I.T.T. Knight Ryder Fun Pack,"71286-1"
Black,Fire Chief's Car,"6611-1"
Black,Treasure Island,"7071-1"
Black,Pilot - Complete Set,"8803-2"
Black,Bulk,"6223-1"
Black,Three Minifig Pack - City #2,"3351-1"
Black,Passenger Carriage,"7818-1"
Black,Villa Savoye,"21014-1"
Black,Build your own Holiday Countdown Candle,"852741-1"
Black,Heartlake Gift Delivery,"41310-1"
Black,TIE Fighter - Mini,"8028-1"
Black,Scorpion Attack,"8268-1"
Black,Knowhere Escape Mission,"76020-1"
Black,Service Station,"134-2"
Black,Transformer 10V DC,"45517-1"
Black,Mario Götze (19),"71014-15"
Black,Universal Building Set,"8024-1"
Black,Chain Links,"970645-1"
Black,Mini Hogwarts Express,"40028-1"
Black,Fireboat,"7906-1"
Black,Universal Building Set,"112-1"
Black,TECHNIC Chainlinks,"1317-1"
Black,Pneumatic Rubber Bands and Pneumatic Tubing,"9870-1"
Black,Light Poles,"3313-1"
Black,Air Mail,"7732-1"
Black,Midi-Scale Imperial Star Destroyer,"8099-1"
Black,Lerahk,"8589-1"
Black,Monthly Mini Model Build January 2015 - Alien and Space Dog,"40126-1"
Black,Spinjitzu Starter Set,"2257-1"
Black,Jedi Starfighter - Mini,"6966-1"
Black,Harbour Scene,"364-1"
Black,Skeletons' Prison Carriage,"7092-1"
Black,Castle Picture Frame,"5924-1"
Black,Berp,"41552-1"
Black,Adventure Time Team Pack,"71246-1"
Black,Ambulance,"6688-1"
Black,Police Helicopter,"618-1"
Black,Fight for the Golden Tower,"8107-1"
Black,Basic Building Set with Train,"080-1"
Black,Samurai Swordsman,"6013-1"
Black,Lake-town Chase,"79013-1"
Black,Treasure Chest,"1695-1"
Black,Halloween Set,"850936-1"
Black,Go-Cart,"1760-1"
Black,Maleficent,"71012-6"
Black,"200 + 40 Special Elements","6114-1"
Black,Lego Brickmaster Atlantis (Hardcover),DKAtlantis-1
Black,Surgeon - Complete Set,"8827-11"
Black,Mini-Figure Set,"6302-1"
Black,Jérôme Boateng (17),"71014-3"
Black,"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT","9509-6"
Black,Storming Enforcer,"8221-1"
Black,Allied Avenger,"6887-1"
Black,Lime Racer,"8192-1"
Black,"Plates, Gear Racks","5279-1"
Black,Matau,"1418-1"
Black,Creative Building Basket,"10705-1"
Black,Advent Calendar 2009 City (Day  2) Snowman,"7687-3"
Black,Railroad Tractor Flatbed,"4543-1"
Black,Steamboat,"3673-1"
Black,Electric Freestyle Set,"4163-1"
Black,Foundation Set - Blue Bucket,"7335-1"
Black,Fero and Skirmix,"8990-1"
Black,Battle Cars,"8241-1"
Black,Bytar,"9556-1"
Black,Lance vs. lightning,"70359-1"
Black,Pop Star Show Stage,"41105-1"
Black,Beast,"41596-1"
Black,Mystery Mansion,"75904-1"
Black,Heartlake City Pool,"41008-1"
Black,Battle Mech - Complete Set,"71000-13"
Black,Mini Sopwith Camel,"40049-1"
Black,Large Creator Box,"4179-1"
Black,Cosmic Charger,"6845-1"
Black,Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,comcon008-1
Black,TECHNIC Bulldozer Chainlinks,"5244-1"
Black,My First Train Set,"10507-1"
Black,McLaren Mercedes Pit Stop,"75911-1"
Black,Advent Calendar 1998 Classic Basic (Day 24) Airplane,"1298-25"
Black,Parrot,"30021-1"
Black,Bus,"3662-1"
Black,Azog - San Diego Comic-Con 2013 Exclusive,comcon031-1
Black,Granite Grinder,"4940-1"
Black,Super Glider,"4612-1"
Black,AT-DP,"75083-1"
Black,Lego Minifigure,"3723-1"
Black,"LEGO Store Grand Opening Exclusive Set, Concord Mills, Concord, NC",Concord-1
Black,Advent Calendar 2007 City (Day 11) Small Dock with Life Preserver,"7907-12"
Black,Mother with Baby Carriage,"208-1"
Black,Deep Sea Submarine,"60092-1"
Black,Black Robots Pod,"4335-1"
Black,Small Santa Claus,"2873-1"
Black,Guardsman,"1929-1"
Black,The Tower of Orthanc,"10237-1"
Black,Mosquito,"3070-1"
Black,Maersk Container Train,"10219-1"
Black,Coca-Cola Goal Keeper,"4453-1"
Black,Dual Turbo Prop,"4617-1"
Black,Advent Calendar 2010 Kingdoms (Day 11) - Dungeon Cell Window with Handcuffs,"7952-12"
Black,Kraang's Turtle Target Practice,"30270-1"
Black,Hyperspeed Pursuit,"5973-1"
Black,Large Tire and Hub (2 tires 2 hubs),"970047-1"
Black,Advent Calendar 2010 Kingdoms (Day  1) - Blacksmith with Hammer,"7952-2"
Black,Advent Calendar 2005 City (Day 19) RC Car,"7324-20"
Black,Hospital,"7892-1"
Black,Kylo Ren’s Command Shuttle™,"75104-1"
Black,Lego Brickmaster - The Quest for CHI,"5002773-1"
Black,Town House with Garden,"376-2"
Black,Lego Brickmaster Ninjago (Hardcover),DKNinjago-1
Black,Transport Ferry,"4997-1"
Black,Ferrari F1 1:9,"8157-1"
Black,Battle Wagon,"8874-1"
Black,"Advent Calendar 2014, Friends (Day 21) - Radio and Cell Phone","41040-22"
Black,Hydro Crystalization Station,"6199-1"
Black,Road and Rail Maintenance,"4546-1"
Black,Classic Pirate Set,"850839-1"
Black,Chaos Catapult,"70311-1"
Black,Metroliner,"10001-1"
Black,Crosstown Craze,"8495-1"
Black,Batman Bat-Signal,TRUBATSIGNAL-1
Black,Police Helicopter,"4991-1"
Black,Monthly Mini Model Build May 2015 - Koala,"40130-1"
Black,Mobile Command Unit,"6676-1"
Black,X-wing Starfighter,"9493-1"
Black,V-Wing Fighter,"6836-1"
Black,LEGO Star Wars: Build Your Own Adventure,"11912-1"
Black,Steam Shovel,"6631-1"
Black,Galaxy Patrol - Complete Set,"8831-8"
Black,Vulk,"41501-1"
Black,Hairdressing Salon,"230-1"
Black,Whitecap Bay,"4194-1"
Black,Aqua Pod,"4339-1"
Black,Light Flyer,"3071-1"
Black,Republic Cruiser (Limited Edition - with R2-R7),"7665-1"
Black,The Council of Elrond,"79006-1"
Black,Cute Kitten,"30188-1"
Black,King's Catapult,"1917-1"
Black,Sidewalk Cafe,"6402-1"
Black,Jungle Trap,"70752-1"
Black,"9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm)","970654-1"
Black,Ketar Creature of Stone,"71301-1"
Black,Robo Pod,"4346-1"
Black,Shuttle Launch Pad,"6339-1"
Black,Shadow Troopers,"75079-1"
Black,Xtreme Stunts Brickster Chupa Chups Promotional,"3387-1"
Black,ERBIE the Robo-Car,"1038-1"
Black,Ruina's Lock & Roller,"70349-1"
Black,Bandit's Secret Hide-Out,"6761-1"
Black,Advent Calendar 2007 City (Day 22) Policeman with Megaphone,"7907-23"
Black,Coca-Cola Forward 2,"4447-1"
Black,Goblin,"71008-5"
Black,Large Creative Box,"10622-1"
Black,Trash Compactor Escape,"7596-1"
Black,Guurahk - With Shadow Kraata (Promotional Set),"8590-2"
Black,"1 x 6 Black Bricks","3473-1"
Black,Patriot Jet,"6331-1"
Black,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments","852744-1"
Black,The Loader-Dozer,"4959-1"
Black,Small Tires,"5268-1"
Black,K-9 Bot,"8399-1"
Black,Town Hall with Leonard Lion & Friends,"350-3"
Black,Try Bird,"1191-1"
Black,Airport VIP Service,"60102-1"
Black,Pear - Hong Kong Lego Show Promotional,fruit7-1
Black,Slave I,"75060-1"
Black,Black Cruiser,"7424-1"
Black,Micro Rumble Blade,TRUNEXO-1
Black,Slammer Racer / Formula Force,"8237-1"
Black,Championship Challenge II - FC Bayern Promo Edition,"3420-2"
Black,Suspension Pack,"5256-1"
Black,Toa Hordika Matau,"8740-1"
Black,Turbo-Charged Police Boat,"4669-1"
Black,Farm,"9227-1"
Black,Racing Tow Truck,"30034-1"
Black,"Lego Motion 3A, Land Laser - International version","1646-2"
Black,"Calendar, Brick Calendar - Days and Months in English","853195-1"
Black,Railway Station,"7822-1"
Black,Basic Building Set,"010-3"
Black,Easter Bunny with Basket,"40053-1"
Black,Midnight Transport,"1687-1"
Black,Weetabix Promotional Windmill,"00-4"
Black,Blue Tub,"4278-1"
Black,Electric Passenger Train,"7725-1"
Black,Kohrak,"8565-1"
Black,Pretty Wishes Playhouse,"5890-1"
Black,Green Lantern,"4528-1"
Black,Cherry Picker,"42031-1"
Black,"Advent Calendar 2001, Creator (Day 18) Space Shuttle","4124-19"
Black,Aero Module,"6884-1"
Black,Midway Arcade™ Level Pack,"71235-1"
Black,"MBA Level Two - Kit 4, Flight Designer","20203-1"
Black,Gorzan’s Gorilla Striker,"70008-1"
Black,Fire Car,"7241-1"
Black,Advent Calendar 2010 City (Day 13) Toy Fire Truck,"2824-14"
Black,Snowspeeder,"75144-1"
Black,Clone Troopers vs. Droidekas,"75000-1"
Black,Advent Calendar 2011 City (Day 19) Safe with Gold Bars,"7553-20"
Black,Police Units,"540-2"
Black,Frightening Knight,"71011-3"
Black,Toa Pohatu,"8687-1"
Black,Earth Defense HQ,"7066-1"
Black,Road Repair Crew,"692-1"
Black,Basic Building Set Trial Size,"1670-1"
Black,Raft of Johnse,"3020-1"
Black,Fire Suitcase,"10685-1"
Black,Coca-Cola Defender 3,"4448-1"
Black,Ice Planet Scooter,"3014-1"
Black,Aira's Pegasus Sleigh,"41077-1"
Black,Black Slopes 33,"10053-1"
Black,"2 x 2 Curved Bricks","224-3"
Black,Toa Terrain Crawler,"8927-1"
Black,Forklift & Truck,"674-1"
Black,LEGO Golden Anniversary Set,"5522-1"
Black,Large Freestyle Bucket,"4134-1"
Black,Turbo / City Slizer,"8502-1"
Black,Comic Book Guy,"71009-7"
Black,Clone Turbo Tank,"8098-1"
Black,Rogue Shadow,"7672-1"
Black,Solomon R. Guggenheim Museum&reg;,"21035-1"
Black,Horse Vet Trailer,"41125-1"
Black,Fire Ladder Truck,"60107-1"
Black,Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot,"7958-17"
Black,Starter Kit,"2000414-1"
Black,Flame Chaser,"6531-1"
Black,Robot - Complete Set,"8683-7"
Black,Kraata,"8580-1"
Black,Disco Diva,"71008-13"
Black,Mickey's Mansion,"4167-1"
Black,Creator Community Builders,"9302-1"
Black,Troll on the Loose,"4712-1"
Black,Battle Droid Troop Carrier,"75086-1"
Black,Iron Man vs. Ultron,"76029-1"
Black,Constable - Complete Set,"71002-15"
Black,International Jetport,"6396-1"
Black,TIE Advanced Prototype,"75082-1"
Black,Tow Truck,"7638-1"
Black,London Bus,"40220-1"
Black,Police Interceptor,"42047-1"
Black,Ogel Drone Octopus,"4799-1"
Black,High Flyers,"4098-1"
Black,Freestyle Building Set,"4130-1"
Black,Iron Man vs. The Mandarin: Ultimate Showdown,"76008-1"
Black,Big Rig,"4955-1"
Black,Urban Avenger vs. Raptor,"7474-1"
Black,Front-End Loader,"102A-2"
Black,Covered Wagon,"6716-1"
Black,Turbo I,"8216-1"
Black,Level Crossing,"7936-1"
Black,Orange Racer,"4310-1"
Black,Danone Promotional Set: Girl,"2840-1"
Black,Fire Station,"374-1"
Black,Road Rescue,"6431-1"
Black,Seaplane,"30225-1"
Black,Alien Trooper,"71008-7"
Black,Lego Brickmaster Castle (Hardcover),DKCastle-1
Black,Wheeled Front Shovel,"6474-1"
Black,"2-Pilot Craft","1479-1"
Black,FIRST LEGO League Challenge 2012 - Senior Solutions,"9657-1"
Black,Rocka XL,"2282-1"
Black,Piggy Coin Bank,"40155-1"
Black,Toa Gali,"8688-1"
Black,Porsche 918 Spyder,"75910-1"
Black,Cute Kitchen,FR561604-1
Black,Hover Sub with motor,"3552-1"
Black,Extreme Team Racer,"2963-1"
Black,Street Sweeper,"6649-1"
Black,Volvo EW 160E,"42053-1"
Black,The Glob Lobber,"70318-1"
Black,Moana's Island Adventure,"41149-1"
Black,A-Wing Starfighter,"75175-1"
Black,Krekka,"8623-1"
Black,Clone Walker Battle Pack,"8014-1"
Black,Desert Hammer,"8496-1"
Black,Control Center / Control II,"8485-1"
Black,Yellow Racers,"31023-1"
Black,Red Player & Goal,"3558-1"
Black,Fire Patrol Copter,"6657-1"
Black,Stormtrooper,"2853590-1"
Black,The Queen's Room,"5826-1"
Black,Basic Set Trial Size,"1524-1"
Black,Tina Goldstein Fun Pack,"71257-1"
Black,Deluxe Train Set,"5609-1"
Black,Cool Cruiser,"5767-1"
Black,Razar’s CHI Raider,"70012-2"
Black,Toa Hordika Whenua,"8738-1"
Black,LEGO Duplo Building Set-71 pieces,"5506-1"
Black,Big Rig Snow Getaway,"79116-1"
Black,Taco Tuesday Man,"71004-12"
Black,Olivia’s Beach Buggy,"41010-1"
Black,Cameraman,"1357-1"
Black,Bug Project Set,"970676-1"
Black,Eiffel Tower 1:300 Scale,"10181-1"
Black,Tow Trasher,"8140-1"
Black,LEGO Friends Jewelery Set,"853440-1"
Black,Chameleon Hunter,"8114-1"
Black,Whale,"7871-1"
Black,Small Chain Links,"9937-1"
Black,Snowtrooper Battle Pack,"8084-1"
Black,Claw Catcher,"8190-1"
Black,"LEGO Store Grand Opening Exclusive Set, South Coast Plaza, Costa Mesa, CA",CostaMesa-1
Black,"50th Anniversary Bucket","4105-2"
Black,Tow Truck,"4652-1"
Black,Dino Defense HQ,"5887-1"
Black,Airport,"6392-1"
Black,Small Soccer Set 2 (Polybag),"1429-2"
Black,"1 x 8 Beams","970635-1"
Black,Cross Axles,"5226-1"
Black,Advent Calendar 2002 Creator (Day 23) Tree,"4524-24"
Black,Highway Chaos,"8197-1"
Black,Truck,"10529-1"
Black,Small Freestyle Clearpack,"4137-1"
Black,Mission 6: Mobile Command Center,"8635-1"
Black,Ferrari Victory,"8168-1"
Black,"QUEEN Beast vs. FURNO, EVO & STORMER","44029-1"
Black,Birds,"21301-1"
Black,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,"2824-4"
Black,Firehouse Headquarters,"75827-1"
Black,Glider,"5966-1"
Black,Fire Car,"5532-1"
Black,The Batcave,"6860-1"
Black,Duel on Geonosis,"75017-1"
Black,Chevrolet Corvette Z06,"75870-1"
Black,Hopper Wagon,"10017-1"
Black,LEGO Inside Tour (LIT) Exclusive 2009 Edition - Ole Kirk's House,LIT2009-1
Black,Bat Strike,"70137-1"
Black,Jay's Storm Fighter,"9442-1"
Black,Club Car,"4547-1"
Black,"LEGO Store Grand Opening Exclusive Set, Baybrook Mall, Houston, TX",Houston-1
Black,Slyboot Car,"3023-1"
Black,AT-ST - Mini,"30054-1"
Black,Coast Guard Station (Canadian Edition),"575-2"
Black,Harry and the Marauder's Map,"4751-1"
Black,Heartlake Sports Center,"41312-1"
Black,Battle Suit Lance,"70366-1"
Black,Camera Car,"1361-1"
Black,Wrecker with Car,"710-1"
Black,Rescue Reinforcements,"70813-1"
Black,Roman Commander - Complete Set,"71001-3"
Black,"King Mathias (Series 1) Limited Edition with Map and Cape, US","8809-1"
Black,Bionicle 2016 Accessory Pack,"5004409-1"
Black,Alpha Team Bomb Squad,"6775-1"
Black,Hans Moleman,"71009-10"
Black,Lederhosen Guy - Complete Set,"8833-3"
Black,The Wizard Battle,"79005-1"
Black,Temple of the Crystal Skull,"7627-1"
Black,EVO Walker,"44015-1"
Black,Town Street Theme,"9354-1"
Black,Rock Raiders HQ,"4990-1"
Black,Drill Craft,"1277-1"
Black,Space Mini-Figures,"0013-1"
Black,Advent Calendar 2011 City (Day 15) Police Car Base,"7553-16"
Black,Pop Star Tour Bus,"41106-1"
Black,Classic Alien - Complete Set,"8827-1"
Black,Seismologic Vehicle (Sismobile),"6844-1"
Black,Mission 4: Speedboat Rescue,"8633-1"
Black,Police Dog Van,"4441-1"
Black,Sky Shark,"70601-1"
Black,Medic's Car,"623-1"
Black,Off-Road Rambler,"8816-1"
Black,Tires,"5273-1"
Black,Boba Fett's Slave I - Mini (Kabaya Box),"6964-1"
Black,Shark Scout,"6115-1"
Black,Ship Promotional (Duracell),"7911-1"
Black,Cargomaster Crane,"6352-1"
Black,House,"7796-1"
Black,Hydro Racer,"6537-1"
Black,Pirate Plank,"3848-1"
Black,Large Tires and Wheels / TECHNIC Wheels with 43 mm + 24 mm Tyres,"5265-1"
Black,Millennium/Millennia,"8520-1"
Black,EV3 Cable Pack,"45514-1"
Black,Blue Roadster,"6913-1"
Black,Chopper Cop,"4304-1"
Black,Small Freestyle Bucket,"1766-1"
